name,description,category,muscle,equipment,difficulty,rating,rating_description,image_url,primary_muscle,muscle_region,secondary_images
fyr sumo deadlift high pull,"The kettlebell sumo deadlift high pull is a dynamic kettlebell exercise that focuses on the muscles of the posterior chain, including the hamstrings, glutes, traps, rear delts, and upper back. It can be done in lower reps for power or strength, or higher reps for conditioning and fat loss. It can also be a component of a circuit-style kettlebell workout, either for time or reps.",strength,lower back,Kettlebell,Intermediate,5.9,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_OWv94jxxO7g7rUVzmTJelOJFvjrh579tqA&s,legs_hamstrings,"legs_hamstrings, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
fyr thigh killa,"The thigh killa is a challenging lower-body bodyweight exercise that builds muscular endurance with a series of hops and bodyweight squats. It can be performed for time or reps, usually in a circuit workout or as a lower-body finisher.",strength,abductors,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,[]
fyr tuck jump,"The tuck jump is a vertical jump, an explosive lower-body exercise that is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the higher you'll be able to jump.",strength,legs,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,[]
fyr v-up,"The V-up is a bodyweight movement that targets the muscles of the abs, the rectus abdominis or ""six-pack"" muscles in particular. It is similar to a suitcase crunch, but the lower back lifts off the ground at the top of each rep. It can be performed for time or reps in the ab-focused portion of any workout.",strength,core,Bodyweight,Intermediate,5.9,,https://www.madscientistofmuscle.com/1-exercises/1-muscle-anatomy/graphics/rectus-abdominis.jpg,rectus_abdominis_lower,rectus_abdominis_lower,[]
fyr2 air ball,No description available,strength,core,Exercise Ball,Intermediate,5.9,,,full_muscle,full_muscle,[]
fyr2 alternating dumbbell curl,No description available,strength,arms,Dumbbell,Intermediate,5.9,,,full_muscle,full_muscle,[]
fyr2 alternating kettlebell snatch,No description available,strength,lats,Kettlebell,Intermediate,5.9,,,full_muscle,full_muscle,[]
fyr2 alternating kettlebell squat clean,No description available,strength,legs,Kettlebell,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,"legs_quads, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
fyr2 alternating kettlebell swing,No description available,strength,lats,Kettlebell,Intermediate,5.9,,,full_muscle,full_muscle,[]
fyr2 american kettlebell swing,No description available,strength,lats,Kettlebell,Intermediate,5.9,,,full_muscle,full_muscle,[]
fyr2 ascending-rep high-pull-press complex,No description available,strength,shoulders,Kettlebell,Intermediate,5.9,,,full_muscle,full_muscle,[]
fyr2 ascending-rep swing-squat complex,No description available,strength,middle back,Kettlebell,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,"legs_quads, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
fyr2 banded double-kettlebell squat pulse,No description available,strength,legs,Kettlebell,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,"legs_quads, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
fyr2 banded frog pump,No description available,strength,core,Bands,Intermediate,5.9,,https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg,glute_maximus,glute_maximus,[]
fyr2 banded glute bridge,No description available,strength,glutes,Bands,Intermediate,5.9,,https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg,glute_maximus,glute_maximus,[]
fyr2 banded squat hold-pulse-jump complex,No description available,strength,legs,Bands,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,"legs_quads, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
fyr2 bent-over medicine ball slam,No description available,strength,lats,Medicine Ball,Intermediate,5.9,,,full_muscle,full_muscle,[]
fyr2 bent-over reverse fly,No description available,strength,lats,Dumbbell,Intermediate,5.9,,https://cdn.shopify.com/s/files/1/1214/5580/files/Muscle_Group_Chest.jpg?v=1601050935,chest_pectorals_lower,"chest_pectorals_lower, shoulders_anterior, arms_triceps","['https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Deltoid_muscle.PNG/500px-Deltoid_muscle.PNG', 'https://barbend.com/wp-content/uploads/2019/04/Tricep-Muscle-Anatomy-1024x661.jpg']"
fyr2 dagger-grip double-kettlebell gorilla row,No description available,strength,middle back,Kettlebell,Intermediate,5.9,,https://blog.infs.com/wp-content/uploads/2025/03/129458131_m.jpg,back_rhomboids,back_rhomboids,[]
fyr2 double-kettlebell alternating press,No description available,strength,shoulders,Kettlebell,Intermediate,5.9,,,full_muscle,full_muscle,[]
fyr2 double-kettlebell ballin' lunge,No description available,strength,legs,Kettlebell,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,"legs_quads, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
fyr2 double-kettlebell front rack lunge,No description available,strength,legs,Kettlebell,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,"legs_quads, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
fyr2 double-kettlebell front squat,No description available,strength,legs,Kettlebell,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,"legs_quads, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
fyr2 double-kettlebell ski,No description available,strength,core,Kettlebell,Intermediate,5.9,,,full_muscle,full_muscle,[]
fyr2 double-kettlebell standing clean,No description available,strength,lats,Kettlebell,Intermediate,5.9,,,full_muscle,full_muscle,[]
fyr2 double-kettlebell swing clean,No description available,strength,middle back,Kettlebell,Intermediate,5.9,,,full_muscle,full_muscle,[]
fyr2 double-kettlebell thruster,No description available,strength,shoulders,Kettlebell,Intermediate,5.9,,https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg,glute_maximus,glute_maximus,[]
fyr2 double-under,No description available,strength,core,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,[]
fyr2 dumbbell clean and jerk,No description available,strength,shoulders,Dumbbell,Intermediate,5.9,,,full_muscle,full_muscle,[]
fyr2 dumbbell crab reach,No description available,strength,core,Dumbbell,Intermediate,5.9,,,full_muscle,full_muscle,[]
fyr2 dumbbell cross-body front raise,No description available,strength,shoulders,Dumbbell,Intermediate,5.9,,,full_muscle,full_muscle,[]
fyr2 dumbbell curl-row complex,No description available,strength,arms,Dumbbell,Intermediate,5.9,,https://blog.infs.com/wp-content/uploads/2025/03/129458131_m.jpg,back_rhomboids,back_rhomboids,[]
fyr2 dumbbell deadlift,No description available,strength,lower back,Dumbbell,Intermediate,5.9,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_OWv94jxxO7g7rUVzmTJelOJFvjrh579tqA&s,legs_hamstrings,"legs_hamstrings, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
fyr2 dumbbell deadlift to dumbbell upright row,No description available,strength,lower back,Dumbbell,Intermediate,5.9,,https://blog.infs.com/wp-content/uploads/2025/03/129458131_m.jpg,back_rhomboids,"back_rhomboids, glute_maximus, legs_hamstrings","['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_OWv94jxxO7g7rUVzmTJelOJFvjrh579tqA&s']"
fyr2 dumbbell front raise,No description available,strength,shoulders,Dumbbell,Intermediate,5.9,,,full_muscle,full_muscle,[]
fyr2 dumbbell hip thrust,No description available,strength,glutes,Dumbbell,Intermediate,5.9,,https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg,glute_maximus,glute_maximus,[]
fyr2 dumbbell lateral raise,No description available,strength,shoulders,Dumbbell,Intermediate,5.9,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Deltoid_muscle.PNG/500px-Deltoid_muscle.PNG,shoulders_lateral,shoulders_lateral,[]
fyr2 dumbbell man-maker,No description available,strength,core,Dumbbell,Intermediate,5.9,,,full_muscle,full_muscle,[]
fyr2 dumbbell sit-up reach,No description available,strength,core,Dumbbell,Intermediate,5.9,,,full_muscle,full_muscle,[]
fyr2 explosive kettlebell jump squat,No description available,strength,legs,Kettlebell,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,"legs_quads, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
fyr2 fire feet with burpee tuck jump drill,No description available,strength,core,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,[]
fyr2 flutter kick,No description available,strength,core,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,[]
fyr2 front kick-through,No description available,strength,legs,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,[]
fyr2 glute bridge dumbbell floor press,No description available,strength,glutes,Dumbbell,Intermediate,5.9,,https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg,glute_maximus,glute_maximus,[]
fyr2 half-kneeling kettlebell clean,No description available,strength,shoulders,Kettlebell,Intermediate,5.9,,,full_muscle,full_muscle,[]
fyr2 half-moon,No description available,strength,core,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,[]
fyr2 kettlebell clean and press,No description available,strength,shoulders,Kettlebell,Intermediate,5.9,,,full_muscle,full_muscle,[]
fyr2 kettlebell cross-body catch,No description available,strength,core,Kettlebell,Intermediate,5.9,,,full_muscle,full_muscle,[]
fyr2 kettlebell duck walk,No description available,strength,core,Kettlebell,Intermediate,5.9,,,full_muscle,full_muscle,[]
fyr2 kettlebell get-up reach,No description available,strength,core,Kettlebell,Intermediate,5.9,,,full_muscle,full_muscle,[]
fyr2 kettlebell goblet squat,No description available,strength,legs,Kettlebell,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,"legs_quads, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
fyr2 kettlebell goblet-squat-deadlift complex,No description available,strength,legs,Kettlebell,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,"legs_quads, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
